(c) Der Bundeswahlleiter, Wiesbaden 2019;;;;;;;;;;;;;;;;
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ergebnisse nach Kreisen und kreisfreien Städten;;;;;;;;;;;;;;;;
Status:;Vorläufig;;;;;;;;;;;;;;;
Stand:;27.05.2019;03:05;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Wahlart;Wahltag;Gebietsart;Gebietsnummer;Gebietsname;UegGebietsart;UegGebietsnummer;Gruppenart;Gruppenname;Gruppenreihenfolge;Stimme;Anzahl;Prozent;VorpAnzahl;VorpProzent;DiffProzent;DiffProzentPkt;Bemerkung
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;MLPD;17;1;917;0,024515;916;0,030756;0,10917;-0,006242;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;SGP;18;1;492;0,013153;514;0,017259;-4,280156;-0,004106;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;TIERSCHUTZ hier!;19;1;10302;0,275409;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;Tierschutzallianz;20;1;5748;0,153664;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;Bündnis C;21;1;5631;0,150537;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;BIG;22;1;5061;0,135299;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;BGE;23;1;3466;0,092659;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;DIE DIREKTE!;24;1;2144;0,057317;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;DiEM25;25;1;9803;0,262069;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;III. Weg;26;1;632;0,016896;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;Die Grauen;27;1;6620;0,176976;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;DIE RECHTE;28;1;2029;0,054242;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;DIE VIOLETTEN;29;1;2398;0,064107;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;LIEBE;30;1;2962;0,079185;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;DIE FRAUEN;31;1;4396;0,117521;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;Graue Panther;32;1;6714;0,179489;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;LKR;33;1;5346;0,142918;;;;;
EP;26.05.2019;Land;03;Niedersachsen;BUND;99;Partei;MENSCHLICHE WELT;34;1;2595;0,069374;;;;;
